"wmc","dit","rfc","noc","cbo","lcom","loc","isBug"
158,5,342,0,36,780,677,"NO"
12,3,14,2,7,10,41,"NO"
9,1,17,0,2,15,33,"NO"
55,4,83,3,56,595,153,"NO"
7,5,33,0,12,6,36,"YES"
9,1,22,0,0,10,54,"NO"
34,4,60,0,11,55,89,"YES"
36,3,94,0,12,171,238,"NO"
11,2,19,0,8,1,50,"NO"
2,6,5,0,2,1,7,"NO"
7,2,18,0,3,10,39,"NO"
10,1,19,4,14,45,36,"NO"
10,1,25,1,4,21,55,"NO"
16,2,29,0,9,55,56,"NO"
5,3,8,0,3,1,21,"NO"
4,2,9,0,4,6,13,"YES"
2,2,2,5,5,1,6,"NO"
49,1,80,0,153,231,168,"YES"
6,1,21,0,7,6,62,"NO"
17,2,29,0,7,6,58,"NO"
20,2,33,4,11,10,65,"NO"
32,4,83,0,10,171,196,"NO"
13,1,25,0,6,10,50,"NO"
6,1,24,0,36,15,18,"NO"
13,3,25,0,7,36,41,"NO"
4,2,10,2,3,3,15,"NO"
14,1,24,2,5,36,66,"NO"
19,1,33,0,4,3,92,"NO"
3,6,6,0,2,3,10,"NO"
5,2,6,0,5,3,17,"NO"
